region,date,primary,secondary,mean,sd,median,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Austria,2021-04-17,2048,27,,,,,,,,,
Austria,2021-04-18,2076,28,,,,,,,,,
Austria,2021-04-19,2117,24,,,,,,,,,
Austria,2021-04-20,2026,37,,,,,,,,,
Austria,2021-04-21,2523,38,,,,,,,,,
Austria,2021-04-22,2405,29,,,,,,,,,
Austria,2021-04-23,2329,29,,,,,,,,,
Austria,2021-04-24,2131,15,,,,,,,,,
Austria,2021-04-25,2025,17,,,,,,,,,
Austria,2021-04-26,1566,11,,,,,,,,,
Austria,2021-04-27,1625,28,,,,,,,,,
Austria,2021-04-28,2340,26,,,,,,,,,
Austria,2021-04-29,2229,27,,,,,,,,,
Austria,2021-04-30,2131,26,,,,,,,,,
Austria,2021-05-01,1615,28,,,,,,,,,
Austria,2021-05-02,1625,12,,,,,,,,,
Austria,2021-05-03,1091,15,,,,,,,,,
Austria,2021-05-04,1394,31,,,,,,,,,
Austria,2021-05-05,1644,20,,,,,,,,,
Austria,2021-05-06,1245,22,,,,,,,,,
Austria,2021-05-07,1333,18,,,,,,,,,
Austria,2021-05-08,1233,23,,,,,,,,,
Austria,2021-05-09,1026,8,,,,,,,,,
Austria,2021-05-10,820,10,,,,,,,,,
Austria,2021-05-11,870,21,,,,,,,,,
Austria,2021-05-12,1194,15,,,,,,,,,
Austria,2021-05-13,933,16,,,,,,,,,
Austria,2021-05-14,887,11,,,,,,,,,
Austria,2021-05-15,644,15,,,,,,,,,
Austria,2021-05-16,673,4,,,,,,,,,
Austria,2021-05-17,476,6,,,,,,,,,
Austria,2021-05-18,582,19,,,,,,,,,
Austria,2021-05-19,899,9,,,,,,,,,
Austria,2021-05-20,562,19,,,,,,,,,
Austria,2021-05-21,677,7,,,,,,,,,
Austria,2021-05-22,583,7,,,,,,,,,
Austria,2021-05-23,504,5,,,,,,,,,
Austria,2021-05-24,360,1,,,,,,,,,
Austria,2021-05-25,398,4,,,,,,,,,
Austria,2021-05-26,445,15,,,,,,,,,
Austria,2021-05-27,585,7,,,,,,,,,
Austria,2021-05-28,541,15,,,,,,,,,
Austria,2021-05-29,498,4,,,,,,,,,
Austria,2021-05-30,379,4,,,,,,,,,
Austria,2021-05-31,229,7,,,,,,,,,
Austria,2021-06-01,337,12,,,,,,,,,
Austria,2021-06-02,400,6,,,,,,,,,
Austria,2021-06-03,282,6,,,,,,,,,
Austria,2021-06-04,333,4,,,,,,,,,
Austria,2021-06-05,271,5,,,,,,,,,
Austria,2021-06-06,362,3,,,,,,,,,
Austria,2021-06-07,279,1,,,,,,,,,
Austria,2021-06-08,243,7,,,,,,,,,
Austria,2021-06-09,366,3,,,,,,,,,
Austria,2021-06-10,283,0,,,,,,,,,
Austria,2021-06-11,216,2,,,,,,,,,
Austria,2021-06-12,200,0,,,,,,,,,
Austria,2021-06-13,206,,3.2,3.1,3,0,1,2,3,4.2,9
Austria,2021-06-14,164,,2.9,2.7,2,0,1,2,3,4,9
Austria,2021-06-15,175,,2.9,2.7,2,0,1,2,3,4,8
Austria,2021-06-16,221,,2.9,2.7,2,0,1,2,3,4,8
Austria,2021-06-17,189,,2.8,2.5,2,0,1,2,3,4,8
Austria,2021-06-18,185,,2.5,2.4,2,0,1,1,3,4,7
Austria,2021-06-19,162,,2.4,2.4,2,0,1,1,2,3,7
Austria,2021-06-20,143,,2.4,2.3,2,0,1,1,2,3,7
Austria,2021-06-21,114,,2.2,2.2,2,0,1,1,2,3,6
Austria,2021-06-22,124,,2,1.9,2,0,1,1,2,3,6
Austria,2021-06-23,152,,2.2,2.3,2,0,1,1,2,3,6
Austria,2021-06-24,132,,2.1,2.2,2,0,1,1,2,3,6
Austria,2021-06-25,130,,1.9,1.9,1,0,0,1,2,3,6
Austria,2021-06-26,113,,1.8,1.8,1,0,0,1,2,3,5
Austria,2021-06-27,100,,1.8,2.1,1,0,0,1,2,3,5
Austria,2021-06-28,79,,1.7,1.8,1,0,0,1,2,2,5
Austria,2021-06-29,86,,1.6,1.8,1,0,0,1,2,2,5
Austria,2021-06-30,108,,1.5,1.7,1,0,0,1,1,2,5
Austria,2021-07-01,92,,1.4,1.6,1,0,0,1,1,2,4
Austria,2021-07-02,89,,1.4,1.6,1,0,0,1,1,2,4
Austria,2021-07-03,79,,1.2,1.5,1,0,0,1,1,2,4
Austria,2021-07-04,69,,1.2,1.4,1,0,0,1,1,2,4
Austria,2021-07-05,54,,1.2,1.5,1,0,0,0,1,2,4
Austria,2021-07-06,58,,1.1,1.4,1,0,0,0,1,2,4
Austria,2021-07-07,74,,1.1,1.4,1,0,0,0,1,2,4
Austria,2021-07-08,63,,1,1.2,1,0,0,0,1,2,3
Austria,2021-07-09,61,,1,1.3,1,0,0,0,1,2,4
Austria,2021-07-10,56,,1,1.3,1,0,0,0,1,1,3
Austria,2021-07-11,48,,1,1.4,1,0,0,0,1,1,4
Austria,2021-07-12,37,,0.9,1.3,0,0,0,0,1,1,4
Austria,2021-07-13,40,,0.9,1.2,1,0,0,0,1,1,3
Austria,2021-07-14,51,,0.8,1.2,0,0,0,0,1,1,3
Belgium,2021-04-17,3787,37,,,,,,,,,
Belgium,2021-04-18,2996,29,,,,,,,,,
Belgium,2021-04-19,1630,35,,,,,,,,,
Belgium,2021-04-20,3430,52,,,,,,,,,
Belgium,2021-04-21,5113,33,,,,,,,,,
Belgium,2021-04-22,4357,42,,,,,,,,,
Belgium,2021-04-23,3581,45,,,,,,,,,
Belgium,2021-04-24,3934,36,,,,,,,,,
Belgium,2021-04-25,2377,34,,,,,,,,,
Belgium,2021-04-26,1670,41,,,,,,,,,
Belgium,2021-04-27,2946,39,,,,,,,,,
Belgium,2021-04-28,3925,36,,,,,,,,,
Belgium,2021-04-29,3663,45,,,,,,,,,
Belgium,2021-04-30,3607,45,,,,,,,,,
Belgium,2021-05-01,3205,28,,,,,,,,,
Belgium,2021-05-02,2128,33,,,,,,,,,
Belgium,2021-05-03,1334,31,,,,,,,,,
Belgium,2021-05-04,2731,45,,,,,,,,,
Belgium,2021-05-05,4119,39,,,,,,,,,
Belgium,2021-05-06,3518,38,,,,,,,,,
Belgium,2021-05-07,3723,39,,,,,,,,,
Belgium,2021-05-08,3364,28,,,,,,,,,
Belgium,2021-05-09,2258,40,,,,,,,,,
Belgium,2021-05-10,1267,32,,,,,,,,,
Belgium,2021-05-11,2456,26,,,,,,,,,
Belgium,2021-05-12,3251,21,,,,,,,,,
Belgium,2021-05-13,2890,15,,,,,,,,,
Belgium,2021-05-14,1631,19,,,,,,,,,
Belgium,2021-05-15,1967,22,,,,,,,,,
Belgium,2021-05-16,1852,23,,,,,,,,,
Belgium,2021-05-17,972,14,,,,,,,,,
Belgium,2021-05-18,1819,26,,,,,,,,,
Belgium,2021-05-19,3800,19,,,,,,,,,
Belgium,2021-05-20,3192,26,,,,,,,,,
Belgium,2021-05-21,2906,15,,,,,,,,,
Belgium,2021-05-22,2516,14,,,,,,,,,
Belgium,2021-05-23,1753,19,,,,,,,,,
Belgium,2021-05-24,941,11,,,,,,,,,
Belgium,2021-05-25,855,20,,,,,,,,,
Belgium,2021-05-26,1975,16,,,,,,,,,
Belgium,2021-05-27,2891,13,,,,,,,,,
Belgium,2021-05-28,2360,8,,,,,,,,,
Belgium,2021-05-29,1860,11,,,,,,,,,
Belgium,2021-05-30,1437,19,,,,,,,,,
Belgium,2021-05-31,801,15,,,,,,,,,
Belgium,2021-06-01,1498,13,,,,,,,,,
Belgium,2021-06-02,1859,14,,,,,,,,,
Belgium,2021-06-03,1599,13,,,,,,,,,
Belgium,2021-06-04,1449,19,,,,,,,,,
Belgium,2021-06-05,1468,5,,,,,,,,,
Belgium,2021-06-06,928,14,,,,,,,,,
