forecaster_id,forecast_date,expert,leaderboard,board_name,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,inc_hosp,inc_case,inc_death,forecast_duration,forecast_week,quantile,value,type,target
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.01,100520.665697267,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.025,112199.496105388,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.05,123323.577108525,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.1,137524.519897804,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.15,148018.561368602,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.2,156927.093883975,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.25,164995.924293235,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.3,172594.95410231,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.35,179948.654510584,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.4,187216.100344782,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.45,194526.673669504,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.5,202000,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.55,209760.436603799,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.6,217951.340321983,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.65,226753.570961544,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.7,236414.790989847,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.75,247303.078392906,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.8,260018.834161095,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.85,275668.12987993,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.9,296703.453539208,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.95,330869.416511428,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.975,363673.647532901,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.3,1,2021-08-21,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.99,405926.480062191,quantile,1 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.01,93092.5216762933,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.025,105172.271908712,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.05,116807.985799314,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.1,131829.71159648,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.15,143041.583071714,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.2,152628.646894403,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.25,161363.988374721,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.3,169633.856100434,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.35,177674.989939069,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.4,185657.413418716,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.45,193721.675949375,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.5,202000,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.55,210632.082342005,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.6,219781.150930796,quantile,2 wk ahead inc case
297158,2021-08-15T00:00:00Z,FALSE,yes,CosmicDan,log-normal,202000,0.333,2,2021-08-28,2021-08-16T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,33,0.65,229655.282456991,quantile,2 wk ahead inc case
